기간,HS코드,품목명,수출 중량,수출 금액,수입 중량,수입 금액,무역수지
"2019-01","59","침투ㆍ도포ㆍ피복하거나 적층한 방직용 섬유의 직물, 공업용인 방직용 섬유제품",15322.9,112903,6787.5,40928,71974
"2019-01","60","메리야스 편물과 뜨개질 편물",32531.6,249615,1862.6,10861,238754
"2019-01","61","의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다)",3504.1,69337,17381.7,367050,-297713
"2019-01","62","의류와 그 부속품(메리야스 편물이나 뜨개질편물은 제외한다)",3933.7,75572,20677.6,592904,-517332
"2019-01","63","제품으로 된 방직용 섬유의 그 밖의 물품, 세트, 사용하던 의류ㆍ방직용 섬유제품, 넝마",29836.6,49059,25453.1,87750,-38691
"2019-01","64","신발류ㆍ각반과 이와 유사한 것, 이들의 부분품",2448.7,38966,13510.1,342109,-303143
"2019-01","65","모자류와 그 부분품",373.6,8879,726.6,19022,-10142
"2019-01","66","산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품",15.6,374,1359.5,8706,-8332
"2019-01","67","조제 깃털ㆍ솜털과 그 제품, 조화, 사람 머리카락으로 된 제품",82.3,4510,862.4,11269,-6759
"2019-01","68","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품",14723.4,74583,323211.6,148191,-73608
"2019-01","69","도자제품",4932.2,37562,168412.6,166929,-129367
"2019-01","70","유리와 유리제품",32182.6,154255,120486.7,201184,-46929
"2019-01","71","천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을 입힌 금속과 이들의 제품, 모조 신변장식용품, 주화",1487.1,294637,6021.5,402372,-107734
"2019-01","72","철강",2496021.6,2114838,2314439.8,1549416,565422
"2019-01","73","철강의 제품",342276.9,797865,267747.2,645804,152062
"2019-01","74","구리와 그 제품",55967.7,386000,86878.5,553697,-167697
"2019-01","75","니켈과 그 제품",1292.7,14303,5845.7,94527,-80224
"2019-01","76","알루미늄과 그 제품",96593.7,323077,256288.8,582560,-259483
"2019-01","78","납과 그 제품",25073.4,53607,11888.6,24032,29575
"2019-01","79","아연과 그 제품",40094.3,111139,6445.1,19011,92128
"2019-01","80","주석과 그 제품",303.5,4069,1209.5,24103,-20034
"2019-01","81","그 밖의 비금속(卑金屬), 서멧(cermet), 이들의 제품",31520.4,29990,14415.4,112814,-82824
"2019-01","82","비금속(卑金屬)으로 만든 공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크, 이들의 부분품",13218.8,209303,4670.0,87901,121402
"2019-01","83","비금속(卑金屬)으로 만든 각종 제품",27038.5,141179,12934.9,71985,69194
"2019-01","84","원자로ㆍ보일러ㆍ기계류와 이들의 부분품",471868.4,5982271,200903.7,4951213,1031059
"2019-01","85","전기기기와 그 부분품, 녹음기ㆍ음성 재생기ㆍ텔레비전의 영상과 음성의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품",211943.2,12365775,165359.3,7555510,4810265
"2019-01","86","철도용이나 궤도용 기관차ㆍ차량과 이들의 부분품, 철도용이나 궤도용 장비품과 그 부분품, 기계식(전기기계식을 포함한다) 각종 교통신호용 기기",10641.1,22923,14669.5,54402,-31479
"2019-01","87","철도용이나 궤도용 외의 차량과 그 부분품ㆍ부속품",625238.7,5457735,77712.7,1195883,4261852
"2019-01","88","항공기와 우주선, 이들의 부분품",521.9,170855,182.5,94591,76264
"2019-01","89","선박과 수상 구조물",823050.9,1697404,214572.1,139866,1557538
"2019-01","90","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 이들의 부분품과 부속품",32931.3,1795332,19010.1,1482557,312775
"2019-01","91","시계와 그 부분품",18.8,6161,403.1,78236,-72074
"2019-01","92","악기와 그 부분품과 부속품",938.3,9595,955.2,18895,-9300
"2019-01","94","가구, 침구ㆍ매트리스ㆍ매트리스 서포트(mattress support)ㆍ쿠션과 이와 유사한 물품, 다른 류로 분류되지 않은 조명기구, 조명용 사인ㆍ조명용 네임플레이트(name-plate)와 이와 유사한 물품, 조립식 건축물",24275.7,165260,73254.6,324227,-158968
"2019-01","95","완구ㆍ게임용구ㆍ운동용구와 이들의 부분품과 부속품",1761.0,34807,15869.1,192616,-157809
"2019-01","96","잡품",2764.4,46916,11417.6,98561,-51645
"2019-01","97","예술품ㆍ수집품ㆍ골동품",12.0,8403,93.3,28094,-19692
"2019-01","99","일시적 입법 ; 설치된 간이 수정에 따른 입법을 트레이드한다 ; 추가적 수입제한농업인 것의 제 22 부에 따른 확립된 것 조정 행위, 수정된 것처럼",0.0,0,2286.4,0,0
"2019-02","01","살아 있는 동물",4.0,231,63.3,3412,-3181
"2019-02","02","육과 식용 설육(屑肉)",5073.2,5500,86155.3,355112,-349611
"2019-02","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물",30076.2,104659,81795.9,315868,-211208
"2019-02","04","낙농품, 새의 알, 천연꿀, 다른 류로 분류되지 않은 식용인 동물성 생산품",1572.6,3365,24492.6,82532,-79166
"2019-02","05","다른 류로 분류되지 않은 동물성 생산품",2284.8,6239,4059.6,18154,-11915
"2019-02","06","살아 있는 수목과 그 밖의 식물, 인경(鱗莖)ㆍ뿌리와 이와 유사한 물품, 절화(切花)와 장식용 잎",242.9,788,4365.7,8675,-7887
"2019-02","07","식용의 채소ㆍ뿌리ㆍ괴경(塊莖)",10093.5,16349,78716.1,46625,-30276
"2019-02","08","식용의 과실과 견과류, 감귤류ㆍ멜론의 껍질",2271.8,13583,59902.1,112206,-98623
"2019-02","09","커피ㆍ차ㆍ마테(maté)ㆍ향신료",266.0,1530,13237.4,48988,-47458
"2019-02","10","곡물",163.7,401,963141.4,216751,-216351
"2019-02","11","제분공업의 생산품과 맥아, 전분, 이눌린(inulin), 밀의 글루텐(gluten)",5693.3,2943,20573.1,13876,-10933
"2019-02","12","채유(採油)에 적합한 종자와 과실, 각종 종자와 과실, 공업용ㆍ의약용 식물, 짚과 사료용 식물",1752.9,27054,156206.0,87770,-60716
"2019-02","13","락(lac), 검ㆍ수지ㆍ그 밖의 식물성 수액과 추출물(extract)",373.9,9004,5218.4,16325,-7321
"2019-02","14","식물성 편조물(編組物)용 재료와 다른 류로 분류되지 않은 식물성 생산품",17.4,24,51061.7,8504,-8480
"2019-02","15","동물성ㆍ식물성ㆍ미생물성 지방과 기름 및이들의 분해생산물, 조제한 식용 지방과 동물성ㆍ식물성 왁스",4386.6,5597,84053.4,76655,-71057
"2019-02","16","육류ㆍ어류ㆍ갑각류ㆍ연체동물이나 그 밖의 수생(水生) 무척추동물 또는 곤충의 조제품",2384.6,15238,12258.8,64435,-49197
"2019-02","17","당류(糖類)와 설탕과자",22575.8,19253,122533.4,60626,-41373
"2019-02","18","코코아와 그 조제품",2088.9,3633,5661.9,30277,-26645
"2019-02","19","곡물ㆍ고운 가루ㆍ전분ㆍ밀크의 조제품과 베이커리 제품",22711.9,75653,19851.0,57382,18272
"2019-02","20","채소ㆍ과실ㆍ견과류나 식물의그 밖의 부분의 조제품",4813.6,21054,65892.4,80772,-59718
"2019-02","21","각종 조제 식료품",25794.4,98939,22160.1,156920,-57981
"2019-02","22","음료ㆍ주류ㆍ식초",62885.6,60739,74095.9,79576,-18837
"2019-02","23","식품 공업에서 생기는 잔재물과 웨이스트(waste), 조제 사료",20798.1,16230,537770.0,162260,-146030
"2019-02","24","담배와 제조한 담배 대용물, 연소시키지 않고흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것",6761.5,71596,4156.1,21242,50354
"2019-02","25","소금, 황, 토석류(土石類), 석고ㆍ석회ㆍ시멘트",736002.1,37749,671835.7,60109,-22360
"2019-02","26","광(鑛)ㆍ슬래그(slag)ㆍ회(灰)",86683.4,5640,5798947.3,996724,-991084
"2019-02","27","광물성 연료ㆍ광물유(鑛物油)와 이들의 증류물, 역청(瀝靑)물질, 광물성 왁스",5350161.1,3104937,31863468.1,11292535,-8187598
"2019-02","28","무기화학품, 귀금속ㆍ희토류(稀土類)금속ㆍ방사성원소ㆍ동위원소의 유기화합물이나 무기화합물",345494.8,404388,320478.5,558206,-153818
"2019-02","29","유기화학품",1683053.2,1758235,647537.3,947838,810397
"2019-02","30","의료용품",2432.7,273655,5254.9,484523,-210868
"2019-02","31","비료",110946.1,31073,150930.8,51467,-20394
"2019-02","32","유연용ㆍ염색용 추출물(extract), 탄닌과 이들의 유도체, 염료ㆍ안료와 그 밖의 착색제, 페인트ㆍ바니시(varnish), 퍼티(putty)와 그 밖의 매스틱(mastic), 잉크",24715.6,170802,22031.4,181321,-10519
"2019-02","33","정유(essential oil)와 레지노이드(resinoid), 조제향료와 화장품ㆍ화장용품",23289.0,462756,7685.6,146838,315918
"2019-02","34","비누ㆍ유기계면활성제ㆍ조제 세제ㆍ조제 윤활제ㆍ인조 왁스ㆍ조제 왁스ㆍ광택용이나 연마용 조제품ㆍ양초와 이와 유사한 물품ㆍ조형용 페이스트(paste)ㆍ치과용 왁스와 플라스터(plaster)를 기본 재료로 한 치과용 조제품",41553.1,83001,18145.8,69193,13807
"2019-02","35","단백질계 물질, 변성전분, 글루(glue), 효소",4466.2,45949,11481.3,46355,-407
"2019-02","36","화약류, 화공품, 성냥, 발화성 합금, 특정 가연성 조제품",204.6,1630,173.4,2926,-1295
"2019-02","37","사진용이나 영화용 재료",1463.6,73100,3395.4,67957,5143
"2019-02","38","각종 화학공업 생산품",75628.8,338688,131989.4,648484,-309796
"2019-02","39","플라스틱과 그 제품",1216097.7,2494535,193959.1,789282,1705253
"2019-02","40","고무와 그 제품",208152.0,547805,81771.6,189741,358064
"2019-02","41","원피(모피는 제외한다)와 가죽",4442.4,39046,12713.4,28872,10174
"2019-02","42","가죽제품, 마구, 여행용구ㆍ핸드백과 이와 유사한 용기, 동물 거트(gut)[누에의 거트(gut)는 제외한다]의 제품",637.0,23011,3920.8,188225,-165214
"2019-02","43","모피ㆍ인조모피와 이들의 제품",3.3,391,37.7,4328,-3937
"2019-02","44","목재와 그 제품, 목탄",6047.1,6356,793886.6,236621,-230264
"2019-02","45","코르크(cork)와 그 제품",9.4,76,19.9,178,-102
"2019-02","46","짚ㆍ에스파르토(esparto)나 그 밖의 조물 재료의 제품, 바구니 세공물(basketware)과 지조세공물(枝條細工物)",2.2,40,249.3,1229,-1189
"2019-02","47","목재나 그 밖의 섬유질 셀룰로오스재료의 펄프, 회수한 종이ㆍ판지[웨이스트(waste)와 스크랩(scrap)]",35048.2,7793,323685.9,165873,-158080
"2019-02","48","종이와 판지, 제지용 펄프ㆍ종이ㆍ판지의 제품",231470.9,231335,99055.1,136154,95181
"2019-02","49","인쇄서적ㆍ신문ㆍ회화ㆍ그 밖의 인쇄물, 수제(手製)문서ㆍ타자문서ㆍ도면",2359.5,11998,1115.9,19265,-7267
"2019-02","50","견",23.8,3426,33.5,1819,1607
"2019-02","51","양모ㆍ동물의 부드러운 털이나 거친 털ㆍ말의 털로 만든 실과 직물",235.2,3695,1058.0,18317,-14622
"2019-02","52","면",6278.3,31039,28176.1,78489,-47450
"2019-02","53","그 밖의 식물성 방직용 섬유, 종이실(paper yarn)과 종이실로 만든 직물",261.1,1384,2543.7,12595,-11211
"2019-02","54","인조필라멘트, 인조방직용 섬유재료의 스트립(strip)과 이와 유사한 것",36529.2,198513,27388.3,71794,126720
"2019-02","55","인조스테이플섬유",68551.3,130539,16070.5,47812,82726
"2019-02","56","워딩(wadding)ㆍ펠트(felt)ㆍ부직포, 특수사, 끈ㆍ배의 밧줄(cordage)ㆍ로프ㆍ케이블과 이들의 제품",10402.1,60422,10470.0,40287,20135
"2019-02","57","양탄자류와 그 밖의 방직용 섬유로 만든 바닥깔개",786.2,2634,1824.0,6658,-4024
"2019-02","58","특수직물, 터프트(tuft)한 직물, 레이스, 태피스트리(tapestry), 트리밍(trimming), 자수천",1843.0,24508,360.9,3815,20693
"2019-02","59","침투ㆍ도포ㆍ피복하거나 적층한 방직용 섬유의 직물, 공업용인 방직용 섬유제품",12494.4,94349,4172.4,25585,68764
"2019-02","60","메리야스 편물과 뜨개질 편물",26484.5,200780,1252.4,6485,194295
"2019-02","61","의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다)",2542.9,53593,10059.6,250624,-197031
"2019-02","62","의류와 그 부속품(메리야스 편물이나 뜨개질편물은 제외한다)",2875.8,53050,10937.6,390587,-337537
"2019-02","63","제품으로 된 방직용 섬유의 그 밖의 물품, 세트, 사용하던 의류ㆍ방직용 섬유제품, 넝마",21638.1,38133,14755.7,49578,-11445
"2019-02","64","신발류ㆍ각반과 이와 유사한 것, 이들의 부분품",2038.3,34268,7137.8,220854,-186586
"2019-02","65","모자류와 그 부분품",313.0,9643,367.3,12022,-2378
"2019-02","66","산류(傘類)ㆍ지팡이ㆍ시트스틱(seat-stick)ㆍ채찍ㆍ승마용 채찍과 이들의 부분품",2.6,74,943.5,6349,-6275
"2019-02","67","조제 깃털ㆍ솜털과 그 제품, 조화, 사람 머리카락으로 된 제품",58.4,3145,255.5,5153,-2008
"2019-02","68","돌ㆍ플라스터(plaster)ㆍ시멘트ㆍ석면ㆍ운모나 이와 유사한 재료의 제품",9257.3,55397,75748.0,64795,-9398
"2019-02","69","도자제품",2662.2,26337,88820.9,105702,-79365
"2019-02","70","유리와 유리제품",25995.8,125396,91291.7,154660,-29264
"2019-02","71","천연진주ㆍ양식진주ㆍ귀석ㆍ반귀석ㆍ귀금속ㆍ귀금속을 입힌 금속과 이들의 제품, 모조 신변장식용품, 주화",1212.1,310104,3802.0,255192,54912
"2019-02","72","철강",2310514.9,1913804,2126296.0,1315363,598441
"2019-02","73","철강의 제품",338948.8,710432,150068.2,415645,294787
"2019-02","74","구리와 그 제품",53516.7,364789,65888.6,420881,-56092
"2019-02","75","니켈과 그 제품",1412.6,15349,4584.9,72590,-57241
"2019-02","76","알루미늄과 그 제품",81179.8,264308,201205.1,437036,-172728
"2019-02","78","납과 그 제품",35303.9,77401,10189.4,20825,56576
"2019-02","79","아연과 그 제품",37294.2,105221,2913.8,8628,96592
"2019-02","80","주석과 그 제품",195.8,4338,1072.9,21808,-17469
"2019-02","81","그 밖의 비금속(卑金屬), 서멧(cermet), 이들의 제품",1254.4,20576,9667.1,74302,-53726
"2019-02","82","비금속(卑金屬)으로 만든 공구ㆍ도구ㆍ칼붙이ㆍ스푼ㆍ포크, 이들의 부분품",12025.2,194705,2595.8,63630,131075
"2019-02","83","비금속(卑金屬)으로 만든 각종 제품",21340.2,111822,6335.8,43974,67848
"2019-02","84","원자로ㆍ보일러ㆍ기계류와 이들의 부분품",389107.7,5149422,141683.3,3700772,1448650
"2019-02","85","전기기기와 그 부분품, 녹음기ㆍ음성 재생기ㆍ텔레비전의 영상과 음성의 기록기ㆍ재생기와 이들의 부분품ㆍ부속품",176732.9,10854024,115859.5,5809414,5044610
"2019-02","86","철도용이나 궤도용 기관차ㆍ차량과 이들의 부분품, 철도용이나 궤도용 장비품과 그 부분품, 기계식(전기기계식을 포함한다) 각종 교통신호용 기기",10282.4,21867,9556.2,26291,-4424
"2019-02","87","철도용이나 궤도용 외의 차량과 그 부분품ㆍ부속품",508267.1,4311046,58715.5,976037,3335009
"2019-02","88","항공기와 우주선, 이들의 부분품",446.4,177791,262.5,82311,95480
"2019-02","89","선박과 수상 구조물",474180.9,1253350,141324.3,73692,1179658
"2019-02","90","광학기기ㆍ사진용 기기ㆍ영화용 기기ㆍ측정기기ㆍ검사기기ㆍ정밀기기ㆍ의료용 기기, 이들의 부분품과 부속품",27979.9,1479396,14537.1,1267237,212160
"2019-02","91","시계와 그 부분품",25.0,6251,211.5,72702,-66451
"2019-02","92","악기와 그 부분품과 부속품",1624.8,7311,665.0,15304,-7993
"2019-02","94","가구, 침구ㆍ매트리스ㆍ매트리스 서포트(mattress support)ㆍ쿠션과 이와 유사한 물품, 다른 류로 분류되지 않은 조명기구, 조명용 사인ㆍ조명용 네임플레이트(name-plate)와 이와 유사한 물품, 조립식 건축물",18107.2,122271,50564.9,218825,-96553
"2019-02","95","완구ㆍ게임용구ㆍ운동용구와 이들의 부분품과 부속품",1551.6,29387,9070.2,133128,-103741
"2019-02","96","잡품",2862.5,44290,6595.9,60520,-16230
"2019-02","97","예술품ㆍ수집품ㆍ골동품",14.9,5128,37.1,14830,-9702
"2019-02","99","일시적 입법 ; 설치된 간이 수정에 따른 입법을 트레이드한다 ; 추가적 수입제한농업인 것의 제 22 부에 따른 확립된 것 조정 행위, 수정된 것처럼",0.0,0,2527.2,0,0
"2019-03","01","살아 있는 동물",2.4,155,68.0,3617,-3462
"2019-03","02","육과 식용 설육(屑肉)",4841.6,5525,103431.5,417770,-412245
"2019-03","03","어류ㆍ갑각류ㆍ연체동물과 그 밖의 수생(水生) 무척추동물",39525.5,127739,96727.0,373385,-245646
"2019-03","04","낙농품, 새의 알, 천연꿀, 다른 류로 분류되지 않은 식용인 동물성 생산품",1895.3,3721,22489.6,75528,-71807
"2019-03","05","다른 류로 분류되지 않은 동물성 생산품",2121.3,7247,5440.3,29289,-22042
"2019-03","06","살아 있는 수목과 그 밖의 식물, 인경(鱗莖)ㆍ뿌리와 이와 유사한 물품, 절화(切花)와 장식용 잎",436.9,2488,6463.0,11718,-9230
"2019-03","07","식용의 채소ㆍ뿌리ㆍ괴경(塊莖)",8221.1,15508,88115.3,51212,-35705
"2019-03","08","식용의 과실과 견과류, 감귤류ㆍ멜론의 껍질",2748.3,14632,111710.6,200150,-185518
"2019-03","09","커피ㆍ차ㆍ마테(maté)ㆍ향신료",323.8,1615,15508.5,58922,-57307
"2019-03","10","곡물",1181.7,2479,1195362.1,295926,-293447
"2019-03","11","제분공업의 생산품과 맥아, 전분, 이눌린(inulin), 밀의 글루텐(gluten)",6721.8,3427,32066.0,22899,-19471
"2019-03","12","채유(採油)에 적합한 종자와 과실, 각종 종자와 과실, 공업용ㆍ의약용 식물, 짚과 사료용 식물",9349.8,36196,292495.0,150049,-113853
"2019-03","13","락(lac), 검ㆍ수지ㆍ그 밖의 식물성 수액과 추출물(extract)",437.7,9736,9997.7,23122,-13386
"2019-03","14","식물성 편조물(編組物)용 재료와 다른 류로 분류되지 않은 식물성 생산품",40.5,17,17276.8,5057,-5040
"2019-03","15","동물성ㆍ식물성ㆍ미생물성 지방과 기름 및이들의 분해생산물, 조제한 식용 지방과 동물성ㆍ식물성 왁스",5524.5,6425,103616.4,91402,-84977
"2019-03","16","육류ㆍ어류ㆍ갑각류ㆍ연체동물이나 그 밖의 수생(水生) 무척추동물 또는 곤충의 조제품",2900.3,18493,15620.5,78556,-60063
"2019-03","17","당류(糖類)와 설탕과자",30645.2,23127,228884.1,90081,-66954
"2019-03","18","코코아와 그 조제품",2475.1,3881,5238.5,27872,-23991
"2019-03","19","곡물ㆍ고운 가루ㆍ전분ㆍ밀크의 조제품과 베이커리 제품",28544.9,93422,22835.0,64138,29284
"2019-03","20","채소ㆍ과실ㆍ견과류나 식물의그 밖의 부분의 조제품",5375.4,23313,82188.1,97627,-74313
"2019-03","21","각종 조제 식료품",29799.8,113797,25877.8,184454,-70657
"2019-03","22","음료ㆍ주류ㆍ식초",81337.7,76877,123863.0,120235,-43357
"2019-03","23","식품 공업에서 생기는 잔재물과 웨이스트(waste), 조제 사료",23317.3,17975,522043.7,171064,-153089
"2019-03","24","담배와 제조한 담배 대용물, 연소시키지 않고흡입하도록 만들어진 물품(니코틴을 함유하였는지에 상관없다), 니코틴을 함유한 그 밖의 물품으로 인체 내에 니코틴을 흡수시키도록 만들어진 것",7811.2,94944,6899.9,42666,52277
"2019-03","25","소금, 황, 토석류(土石類), 석고ㆍ석회ㆍ시멘트",507087.8,30167,837508.3,70488,-40321
"2019-03","26","광(鑛)ㆍ슬래그(slag)ㆍ회(灰)",109104.7,9918,6885990.0,1028454,-1018536
"2019-03","27","광물성 연료ㆍ광물유(鑛物油)와 이들의 증류물, 역청(瀝靑)물질, 광물성 왁스",5154391.2,3121352,26152015.6,9799357,-6678005
